StationID,StationName,Latitude,Longitude,Capacity,CurrentInventory,Optimal Inventory,Min UDF,UDF(0),UDF(1),UDF(2),UDF(3),UDF(4),UDF(5),UDF(6),UDF(7),UDF(8),UDF(9),UDF(10),UDF(11),UDF(12),UDF(13),UDF(14),UDF(15),UDF(16),UDF(17),UDF(18),UDF(19),UDF(20),UDF(21),UDF(22),UDF(23),UDF(24),UDF(25),UDF(26),UDF(27),UDF(28),UDF(29),UDF(30),UDF(31),UDF(32),UDF(33),UDF(34),UDF(35),UDF(36),UDF(37),UDF(38),UDF(39),UDF(40),UDF(41),UDF(42),UDF(43),UDF(44),UDF(45),UDF(46),UDF(47),UDF(48),UDF(49),UDF(50),UDF(51),UDF(52),UDF(53),UDF(54),UDF(55),UDF(56),UDF(57),UDF(58),UDF(59),UDF(60),UDF(61),UDF(62),UDF(63),UDF(64),UDF(65),UDF(66),UDF(67),UDF(68),UDF(69),UDF(70),UDF(71),UDF(72),UDF(73),UDF(74),UDF(75),UDF(76),UDF(77),UDF(78),UDF(79),UDF(80),UDF(81),UDF(82),UDF(83),UDF(84),UDF(85),UDF(86),UDF(87),UDF(88),UDF(89),UDF(90),UDF(91),UDF(92),UDF(93),UDF(94),UDF(95),UDF(96),UDF(97),UDF(98),UDF(99),UDF(100),UDF(101),UDF(102),UDF(103),UDF(104),UDF(105),UDF(106),UDF(107),UDF(108),UDF(109),UDF(110),UDF(111),UDF(112),UDF(113),UDF(114),UDF(115),UDF(116),UDF(117),UDF(118),UDF(119),UDF(120),UDF(121),UDF(122),UDF(123)
160022ea8c2f079fdf9daaf5223b60a4,Paul Ave & W 205 St,40.87704,-73.88943,19,3,4,18.54060,18.61840,18.55600,18.54370,18.54100,18.54060,18.54090,18.54160,18.54320,18.54630,18.55230,18.56260,18.57890,18.60230,18.63320,18.67110,18.71540,18.76680,18.83230,18.94930,19.21310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160e0db82e7ad769008cf4176050d0a9,Ditmars Blvd & 79 St,40.768728,-73.890745,25,18,21,5.24072,6.49163,6.32956,6.24581,6.17940,6.11751,6.05871,6.00278,5.94916,5.89698,5.84532,5.79338,5.74054,5.68644,5.63089,5.57391,5.51573,5.45690,5.39852,5.34271,5.29322,5.25618,5.24072,5.26122,5.34878,5.57465,5.94705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16192e9e9c1fd9881678a172bbe8859d,3 Ave & E 174 St,40.84224,-73.8985,35,17,22,3.11669,4.08322,3.86451,3.76711,3.70632,3.65611,3.61122,3.56930,3.52899,3.48953,3.45056,3.41202,3.37401,3.33680,3.30075,3.26631,3.23404,3.20450,3.17831,3.15606,3.13831,3.12556,3.11824,3.11669,3.12123,3.13219,3.15009,3.17584,3.21121,3.25949,3.32619,3.41887,3.54405,3.69860,3.85935,3.99172,4.12011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162c15bd63401c838fbd81de82f556e5,Broadway & 49 St,40.755389,-73.911517,25,7,1,3.25100,3.30722,3.25100,3.25580,3.27889,3.31271,3.35280,3.39596,3.44016,3.48434,3.52809,3.57141,3.61449,3.65759,3.70095,3.74479,3.78925,3.83451,3.88078,3.92851,3.97838,4.03121,4.08735,4.14593,4.20562,4.26887,4.33609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16531217785cebb9c9fc0a169b98f41b,Calyer St & Jewel St,40.72984,-73.94839,40,38,3,14.11140,14.32370,14.17880,14.12190,14.11140,14.12120,14.14110,14.16790,14.20070,14.23850,14.28060,14.32620,14.37480,14.42580,14.47870,14.53320,14.58890,14.64570,14.70340,14.76180,14.82070,14.88010,14.93990,15.00000,15.06020,15.12050,15.18080,15.24100,15.30130,15.36180,15.42300,15.48560,15.55110,15.62110,15.69840,15.78680,15.89250,16.02440,16.19640,16.43690,16.79950,17.22810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16547f1dd6ab9bcd500d8a555550b8b3,Cypress Hills St & Otto Rd,40.70204,-73.89288,19,11,16,2.90419,3.68639,3.61520,3.56093,3.51423,3.46859,3.42163,3.37264,3.32172,3.26924,3.21571,3.16162,3.10754,3.05418,3.00278,2.95595,2.91943,2.90419,2.92609,3.00269,3.16102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16700b7add54fb174e5ff7e53b6b6bd9,61 St & 39 Ave,40.7471,-73.9028,30,9,7,21.45870,23.09980,22.70870,22.26270,21.91660,21.67480,21.52850,21.46400,21.45870,21.48910,21.53780,21.59420,21.65300,21.71190,21.77010,21.82780,21.88550,21.94400,22.00370,22.06490,22.12750,22.19110,22.25510,22.31890,22.38190,22.44410,22.50600,22.56910,22.63660,22.71520,22.82500,23.00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167f2e0266d71d5d43938619303c7e60,E 179 St & Daly Ave,40.84335,-73.88247,19,4,18,1.52766,2.58781,2.52817,2.48589,2.44240,2.38756,2.32313,2.25443,2.18500,2.11588,2.04712,1.97895,1.91204,1.84716,1.78490,1.72559,1.66931,1.61602,1.56611,1.52766,1.57926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168945a14fa09790975c2f6baff2553a,Concourse Village West & E 156 St,40.823161999999996,-73.923267,21,6,4,7.11987,7.24680,7.15783,7.13373,7.12271,7.11987,7.12511,7.13829,7.15879,7.18570,7.21812,7.25521,7.29643,7.34174,7.39228,7.45149,7.52638,7.62736,7.76381,7.93519,8.12745,8.32256,8.47787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16d43ac1d583eb259e0f1269598faa30,Perry St & Bleecker St,40.73535398,-74.00483091,79,74,75,70.96920,77.10020,76.73790,76.27990,75.90270,75.62220,75.41020,75.24350,75.10710,74.99070,74.88730,74.79190,74.70110,74.61260,74.52500,74.43750,74.34990,74.26230,74.17490,74.08790,74.00190,73.91710,73.83400,73.75280,73.67400,73.59790,73.52490,73.45530,73.38940,73.32720,73.26880,73.21400,73.16240,73.11370,73.06730,73.02260,72.97880,72.93540,72.89160,72.84690,72.80060,72.75230,72.70180,72.64860,72.59260,72.53380,72.47230,72.40810,72.34150,72.27280,72.20250,72.13090,72.05850,71.98580,71.91340,71.84180,71.77150,71.70290,71.63640,71.57260,71.51150,71.45360,71.39900,71.34770,71.29990,71.25540,71.21420,71.17610,71.14100,71.10860,71.07870,71.05120,71.02620,71.00390,70.98520,70.97230,70.96920,70.98600,71.04710,71.19300,71.39740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16dc17f11a4c978d6a2617eecd06aaf9,Broadway & Battery Pl,40.70463334,-74.01361706,52,13,2,28.64510,28.74360,28.64760,28.64510,28.67580,28.71740,28.76280,28.80970,28.85740,28.90560,28.95420,29.00330,29.05280,29.10260,29.15270,29.20300,29.25350,29.30410,29.35480,29.40550,29.45620,29.50710,29.55800,29.60920,29.66090,29.71320,29.76650,29.82070,29.87630,29.93320,29.99160,30.05140,30.11240,30.17460,30.23780,30.30170,30.36620,30.43140,30.49710,30.56370,30.63140,30.70070,30.77170,30.84480,30.91990,30.99690,31.07660,31.16160,31.25830,31.37940,31.55060,31.82030,32.23900,32.67870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16e34fd36a33fa94650ec2407aede51c,Waldron St & 108 St,40.73916,-73.8526,20,13,15,0.94470,1.68495,1.50648,1.39495,1.31687,1.25389,1.19857,1.14937,1.10644,1.06971,1.03863,1.01245,0.99057,0.97268,0.95880,0.94927,0.94470,0.94610,0.95536,0.97825,1.03643,1.17622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710d4a64034eadd21a17e2067ba1b38,Prospect Pl & Underhill Ave,40.6769694,-73.96579,23,6,10,21.22120,22.08820,21.86930,21.71950,21.61100,21.51710,21.43270,21.35920,21.29910,21.25500,21.22870,21.22120,21.23260,21.26170,21.30730,21.36810,21.44500,21.54240,21.66990,21.84230,22.07500,22.37680,22.75120,23.19710,23.59280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719462637fb7aef8e2f767f70ad0d0c,Broadway & Moylan Pl,40.8143256,-73.9590255,41,26,35,7.02723,9.74383,9.41863,9.16034,8.97628,8.83604,8.72410,8.63134,8.55115,8.47827,8.40865,8.33958,8.26955,8.19799,8.12497,8.05101,7.97681,7.90318,7.83086,7.76049,7.69254,7.62733,7.56499,7.50556,7.44900,7.39520,7.34408,7.29555,7.24962,7.20633,7.16588,7.12860,7.09511,7.06635,7.04378,7.02962,7.02723,7.04186,7.08198,7.16129,7.30280,7.54503,7.87030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174a1366c35de076b5c3e620d6a4add6,Queens Blvd & 56 St,40.74193,-73.90913,20,1,12,5.25902,6.04766,5.84783,5.75970,5.69097,5.62424,5.55884,5.49600,5.43719,5.38397,5.33790,5.30056,5.27359,5.25902,5.25965,5.27930,5.32259,5.39400,5.49701,5.63345,5.79910,5.99944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179d2c2c4fb6abc58994b5c5a8301d1d,1 Ave & E 42 St,40.748757499999996,-73.970127,62,19,53,20.77120,23.68700,23.49320,23.39360,23.32590,23.26610,23.20980,23.15590,23.10400,23.05380,23.00500,22.95730,22.91060,22.86450,22.81900,22.77390,22.72890,22.68370,22.63820,22.59180,22.54430,22.49530,22.44450,22.39150,22.33630,22.27860,22.21850,22.15600,22.09130,22.02460,21.95630,21.88680,21.81640,21.74580,21.67530,21.60540,21.53660,21.46920,21.40360,21.34020,21.27910,21.22060,21.16480,21.11190,21.06200,21.01520,20.97160,20.93130,20.89450,20.86140,20.83250,20.80820,20.78920,20.77630,20.77120,20.77580,20.79380,20.83000,20.89150,20.98770,21.13310,21.35490,21.69960,22.11530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179dddbe9285ed57d7cb8426a395473a,Amsterdam Ave & W 189 St,40.8531875886198,-73.9271575212479,21,5,18,2.03877,3.13411,2.90454,2.76987,2.68573,2.62414,2.57147,2.52190,2.47289,2.42349,2.37359,2.32363,2.27433,2.22659,2.18147,2.14008,2.10359,2.07325,2.05068,2.03877,2.04419,2.08648,2.23074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17b8928b4a1ace5f099e0f8fdde5a5dc,Buffalo Ave & E New York Ave,40.66591,-73.92602,24,15,19,2.29099,3.62515,3.42045,3.20209,3.04620,2.94352,2.86876,2.80640,2.74948,2.69515,2.64229,2.59059,2.54017,2.49144,2.44503,2.40185,2.36309,2.33034,2.30564,2.29153,2.29099,2.30769,2.34748,2.42469,2.58170,2.88067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17be7989309b11c58ada68f45c08b54c,E 182 St & Grand Concourse,40.85591,-73.90051,26,2,23,1.95174,3.50413,3.22968,3.08816,2.99155,2.90881,2.83456,2.76633,2.70148,2.63789,2.57449,2.51114,2.44821,2.38630,2.32597,2.26777,2.21229,2.16016,2.11212,2.06896,2.03144,2.00021,1.97585,1.95909,1.95174,1.95980,2.00334,2.12365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17d25e1ecd17cc1955e156c78553a6e6,Prospect Ave & E 151 St,40.814232,-73.903927,21,15,17,3.34422,4.70229,4.41137,4.24590,4.13676,4.04490,3.96029,3.88116,3.80748,3.73911,3.67547,3.61579,3.55955,3.50671,3.45789,3.41432,3.37803,3.35250,3.34422,3.36471,3.43175,3.57516,3.84390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17dfeadc096cf5cf032191ff43d38954,5 Ave & 67 St,40.635679,-74.020005,20,12,18,5.02315,6.05644,5.86019,5.77254,5.71102,5.65721,5.60657,5.55684,5.50717,5.45753,5.40812,5.35904,5.31030,5.26197,5.21428,5.16777,5.12341,5.08264,5.04768,5.02315,5.03189,5.16978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821de6e2c1c043ae787c510287467af,34 Ave & 74 St,40.75297,-73.89236,25,16,18,9.31084,10.62400,10.42040,10.32910,10.27060,10.21640,10.15890,10.09550,10.02580,9.95010,9.86958,9.78580,9.70069,9.61648,9.53581,9.46177,9.39802,9.34869,9.31817,9.31084,9.33105,9.38341,9.47262,9.60254,9.77841,10.02520,10.37590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18250bce34620be3145146225e0c6af8,E 2 St & Ave C,40.7208736,-73.98085795,84,41,52,102.16000,105.32900,105.22000,105.11900,105.04300,104.98400,104.93400,104.89100,104.85400,104.82000,104.78900,104.76100,104.73400,104.70700,104.67900,104.65000,104.61700,104.58200,104.54200,104.49600,104.44600,104.38900,104.32600,104.25600,104.18000,104.09800,104.01000,103.91600,103.81800,103.71600,103.61100,103.50400,103.39600,103.28900,103.18300,103.08000,102.98000,102.88500,102.79500,102.71000,102.63100,102.55900,102.49400,102.43500,102.38200,102.33600,102.29600,102.26100,102.23200,102.20800,102.18900,102.17500,102.16500,102.16000,102.16100,102.16600,102.17700,102.19500,102.21900,102.25100,102.29200,102.34200,102.40100,102.47100,102.55100,102.64100,102.74300,102.85600,102.98000,103.11600,103.26500,103.42800,103.60500,103.80000,104.01300,104.24800,104.51000,104.80500,105.14600,105.55300,106.05300,106.66200,107.34700,107.99800,108.46200,108.65900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184d89bdc74d19c85e254a03510cc8d1,Sands St & Jay St,40.700119,-73.9862,48,42,27,13.59010,15.25410,14.91120,14.70270,14.58810,14.50060,14.41570,14.33020,14.24760,14.17170,14.10470,14.04670,13.99650,13.95210,13.91200,13.87460,13.83910,13.80520,13.77280,13.74210,13.71330,13.68670,13.66290,13.64200,13.62440,13.61030,13.59990,13.59310,13.59010,13.59080,13.59500,13.60270,13.61360,13.62750,13.64430,13.66370,13.68550,13.70960,13.73570,13.76390,13.79400,13.82630,13.86130,13.90110,13.94970,14.01500,14.10830,14.24250,14.42890,14.68270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893182f1749443fa887a5e5833cfc94,Fulton Ave & E 172 St,40.839229,-73.899047,19,2,4,12.22320,12.87100,12.52540,12.30790,12.23650,12.22320,12.22990,12.24750,12.27460,12.31120,12.35710,12.41090,12.46960,12.52930,12.58560,12.63490,12.67530,12.70900,12.74540,12.80670,12.92310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18a4b1ad6467f5f66b4b59f903390de0,112 St & Northern Blvd,40.75788,-73.85763,20,1,3,3.57756,3.85685,3.65588,3.59013,3.57756,3.58981,3.61761,3.65710,3.70551,3.76010,3.81833,3.87849,3.94016,4.00407,4.07118,4.14120,4.21163,4.27859,4.34051,4.40469,4.49846,4.68968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18b1d4e0986e191a8c497914a3b27f6e,59 St & 5 Ave,40.640125,-74.015726,30,3,29,1.20452,2.70995,2.62797,2.57780,2.53904,2.51008,2.48651,2.46237,2.43228,2.39260,2.34170,2.28001,2.20957,2.13344,2.05499,1.97716,1.90210,1.83096,1.76405,1.70101,1.64122,1.58396,1.52867,1.47501,1.42288,1.37240,1.32392,1.27814,1.23708,1.20673,1.20452,1.29246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18c71bbba7ba08fc15e7d99064a53619,Irving Ave & Palmetto St,40.698,-73.9127,20,2,4,7.62574,8.07292,7.82232,7.68230,7.63019,7.62574,7.64544,7.67699,7.71471,7.75637,7.80145,7.85047,7.90471,7.96617,8.03773,8.12311,8.22680,8.35392,8.51181,8.71948,9.02232,9.39422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18c9c6586ffeb4551e55afce97bfdf10,University Ave & Macombs Rd,40.8496401,-73.9161206,23,3,8,3.27442,3.78288,3.59516,3.49777,3.43089,3.37827,3.33643,3.30501,3.28427,3.27442,3.27543,3.28689,3.30796,3.33739,3.37375,3.41568,3.46219,3.51267,3.56686,3.62502,3.68914,3.76639,3.87791,4.08066,4.42897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190584424bf3fd3e1a33ebc7b6b86095,W 76 St & Columbus Ave,40.7801839724239,-73.9772853255272,51,9,43,66.97110,70.09550,69.85340,69.64180,69.48140,69.36240,69.27240,69.20010,69.13710,69.07820,69.02030,68.96180,68.90180,68.84010,68.77700,68.71290,68.64830,68.58400,68.52030,68.45790,68.39680,68.33710,68.27880,68.22150,68.16480,68.10810,68.05080,67.99250,67.93260,67.87070,67.80660,67.74030,67.67190,67.60150,67.52970,67.45710,67.38440,67.31270,67.24300,67.17680,67.11580,67.06210,67.01810,66.98670,66.97110,66.97520,67.00460,67.06990,67.19460,67.42370,67.80520,68.29340,68.64390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909fdefee61c79081ff155421ce2448,Devoe St & Lorimer St,40.7133522622288,-73.9491033554077,19,10,10,21.21120,23.01140,22.66110,22.18570,21.81410,21.58080,21.43950,21.34930,21.28880,21.24820,21.22300,21.21120,21.21220,21.22700,21.25740,21.30760,21.38380,21.49490,21.65020,21.85960,22.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910b8604813b68ca861b3f9a106dab0,Lewis Ave & Fulton St,40.67972,-73.93467,20,8,6,4.10201,4.70052,4.42384,4.27459,4.19193,4.14192,4.11346,4.10201,4.10597,4.12459,4.15667,4.19989,4.25088,4.30574,4.36090,4.41411,4.46485,4.51404,4.56302,4.61380,4.67811,4.82063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191db385e7013389b6c929d1cb05a1c1,E 43 St & 2 Ave,40.75022392,-73.97121414,52,12,38,21.21280,24.13450,23.78980,23.41460,23.16380,23.01230,22.90940,22.82830,22.75920,22.69920,22.64650,22.59970,22.55740,22.51790,22.47970,22.44160,22.40250,22.36160,22.31820,22.27190,22.22240,22.16950,22.11320,22.05360,21.99100,21.92570,21.85820,21.78910,21.71920,21.64950,21.58090,21.51460,21.45180,21.39380,21.34190,21.29730,21.26120,21.23450,21.21810,21.21280,21.21910,21.23760,21.26900,21.31410,21.37400,21.45060,21.54620,21.66350,21.80400,21.96710,22.15140,22.36620,22.63910,22.92690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192949e79629a9cac89073fa8f0c8d1e,Cortelyou Rd & E 34 St,40.64454,-73.94486,19,16,16,2.11316,3.28621,3.05473,2.93190,2.84895,2.77989,2.71383,2.64678,2.57828,2.50948,2.44204,2.37747,2.31683,2.26076,2.20991,2.16564,2.13121,2.11316,2.12171,2.17130,2.30894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194f1596e81e0eec3e0ecff71f5cc5d8,46 St & Queens Blvd,40.7434975983697,-73.9186052978039,33,7,12,13.31140,14.29650,14.03140,13.86910,13.75740,13.66260,13.57910,13.50650,13.44550,13.39610,13.35840,13.33210,13.31670,13.31140,13.31530,13.32720,13.34610,13.37100,13.40100,13.43550,13.47390,13.51560,13.56030,13.60760,13.65740,13.70960,13.76440,13.82280,13.88730,13.96280,14.05660,14.17760,14.34050,14.58700,14.92540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19516f3a721cad06b08530e8d4d737e6,Picnic Point,40.6851255951542,-74.0253531932831,45,31,17,0.06652,0.36524,0.32493,0.28247,0.24330,0.21023,0.18338,0.16150,0.14322,0.12762,0.11414,0.10255,0.09269,0.08449,0.07788,0.07281,0.06925,0.06716,0.06652,0.06732,0.06958,0.07329,0.07847,0.08516,0.09338,0.10316,0.11456,0.12761,0.14237,0.15887,0.17718,0.19736,0.21946,0.24358,0.26980,0.29823,0.32897,0.36213,0.39783,0.43626,0.47782,0.52319,0.57274,0.62522,0.67707,0.72355,0.75454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957c759c0c339f67b6f3392ea309390,26 Ave & 2 St,40.77684387,-73.93463418,23,19,20,8.19395,9.35597,9.28953,9.23222,9.17954,9.12875,9.07945,9.03133,8.98376,8.93592,8.88684,8.83542,8.78048,8.72106,8.65662,8.58722,8.51363,8.43734,8.36084,8.28841,8.22797,8.19395,8.21069,8.31025,8.49706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198cfa13730fe73cdc525f1b3f0cc392,Goulden Ave & W 205 St,40.87812,-73.89192,19,1,5,10.12640,10.46050,10.22840,10.14920,10.13020,10.12680,10.12640,10.12640,10.12640,10.12650,10.12650,10.12680,10.12740,10.12930,10.13400,10.14380,10.16150,10.18860,10.22330,10.26400,10.34220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992080594410f229744943d30985751,53 Ave & 94 St,40.73921,-73.86887,20,18,18,2.74131,3.89230,3.81168,3.73930,3.66567,3.58065,3.48256,3.37846,3.27879,3.19143,3.11936,3.06136,3.01402,2.97342,2.93608,2.89921,2.86078,2.81971,2.77718,2.74131,2.74420,2.89452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19a26722db8ea66406df2358d9f4bb36,Tilden Ave & Nostrand Ave,40.64683,-73.94933,22,17,18,1.92784,2.93831,2.78388,2.70282,2.63532,2.57306,2.51529,2.46117,2.40956,2.35949,2.31033,2.26172,2.21339,2.16514,2.11695,2.06911,2.02261,1.97980,1.94543,1.92784,1.93993,2.00135,2.14317,2.38964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b905b2cd23609fba05d28769cd37e5,62 St & 43 Ave,40.74261,-73.903,20,5,14,2.74231,3.85332,3.64827,3.54782,3.45773,3.35933,3.25576,3.15334,3.05790,2.97341,2.90188,2.84373,2.79861,2.76617,2.74678,2.74231,2.75687,2.79773,2.87604,3.00776,3.21201,3.48207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19c57c4f6e9cbb1c512b4b2fcd47d992,E 7 St & Ave B,40.7251285241158,-73.9813166856766,69,30,50,79.65410,82.98160,82.77370,82.56300,82.41050,82.30090,82.21360,82.13750,82.06790,82.00220,81.93940,81.87890,81.82020,81.76330,81.70790,81.65390,81.60100,81.54870,81.49680,81.44460,81.39160,81.33730,81.28130,81.22310,81.16240,81.09900,81.03280,80.96410,80.89280,80.81940,80.74440,80.66820,80.59140,80.51480,80.43890,80.36430,80.29160,80.22150,80.15420,80.09020,80.02980,79.97320,79.92050,79.87200,79.82760,79.78760,79.75210,79.72130,79.69560,79.67550,79.66140,79.65410,79.65420,79.66260,79.67980,79.70670,79.74380,79.79150,79.85020,79.92050,80.00340,80.10080,80.21620,80.35490,80.52630,80.74620,81.04030,81.43780,81.93530,82.43280,82.73570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
